holiday,temp,rain_1h,snow_1h,clouds_all,weather,traffic_volume,month,weekday,hour
0,0.8087882423515294,0.0,0.0,0.01,Clear,5501,10,3,14
0,0.8215356928614281,0.0,0.0,0.01,Clear,5713,10,3,15
0,0.819886022795441,0.0,0.0,0.2,Clouds,6292,10,3,16
0,0.814037192561488,0.0,0.0,0.2,Clouds,6057,10,3,17
0,0.7943911217756452,0.0,0.0,0.4,Clouds,4907,10,3,18
0,0.7567486502699468,0.0,0.0,0.4,Clouds,3503,10,3,19
0,0.7354529094181168,0.0,0.0,0.4,Clouds,3037,10,3,20
0,0.7255548890221957,0.0,0.0,0.75,Clouds,2822,10,3,21
0,0.7194061187762455,0.0,0.0,0.75,Clouds,1992,10,3,22
0,0.715806838632274,0.0,0.0,0.75,Clouds,1166,10,3,23
0,0.7084583083383325,0.0,0.0,0.75,Clouds,627,10,4,0
0,0.7059088182363529,0.0,0.0,0.4,Clouds,388,10,4,1
0,0.6879124175164963,0.0,0.0,0.0,Clear,368,10,4,3
0,0.5971805638872225,0.0,0.0,0.75,Clouds,2489,10,4,5
0,0.5826334733053389,0.0,0.0,0.9,Clouds,5537,10,4,6
0,0.5743851229754049,0.0,0.0,0.9,Clouds,6628,10,4,7
0,0.5575884823035397,0.0,0.0,0.9,Clouds,5534,10,4,8
0,0.5493401319736049,0.0,0.0,0.75,Clouds,5403,10,4,9
0,0.5506898620275948,0.0,0.0,0.75,Clouds,4770,10,4,10
0,0.5490401919616077,0.0,0.0,0.9,Clouds,5217,10,4,11
0,0.5569886022795436,0.0,0.0,0.9,Clouds,5870,10,4,12
0,0.5704859028194362,0.0,0.0,0.75,Clouds,5967,10,4,13
0,0.575734853029394,0.0,0.0,0.9,Clouds,6108,10,4,14
0,0.5776844631073792,0.0,0.0,0.9,Clouds,6128,10,4,15
0,0.5749850029994001,0.0,0.0,0.9,Clouds,6069,10,4,16
0,0.5703359328134376,0.0,0.0,0.9,Clouds,6169,10,4,17
0,0.5620875824835037,0.0,0.0,0.9,Clouds,5384,10,4,18
0,0.5512897420515892,0.0,0.0,0.9,Clouds,4063,10,4,19
0,0.5457408518296334,0.0,0.0,0.9,Clouds,3364,10,4,20
0,0.5437912417516491,0.0,0.0,0.75,Clouds,2971,10,4,21
0,0.5373425314937017,0.0,0.0,0.4,Clouds,2450,10,4,22
0,0.5349430113977207,0.0,0.0,0.4,Clouds,1832,10,4,23
0,0.5311937612477506,0.0,0.0,0.9,Clouds,1231,10,5,0
0,0.527294541091782,0.0,0.0,0.9,Clouds,718,10,5,1
0,0.5278944211157763,0.0,0.0,0.9,Clouds,545,10,5,2
0,0.5038992201559691,0.0,0.0,0.75,Clouds,411,10,5,4
0,0.49430113977204604,0.0,0.0,0.2,Clouds,688,10,5,5
0,0.4800539892021596,0.0,0.0,0.01,Clear,1352,10,5,6
0,0.4766046790641876,0.0,0.0,0.01,Clear,2072,10,5,7
0,0.4739052189562094,0.0,0.0,0.01,Clear,3342,10,5,8
0,0.4754049190161962,0.0,0.0,0.4,Clouds,4258,10,5,9
0,0.502249550089982,0.0,0.0,0.2,Clouds,4861,10,5,10
0,0.5196460707858432,0.0,0.0,0.2,Clouds,5191,10,5,11
0,0.5352429514097179,0.0,0.0,0.4,Clouds,5669,10,5,12
0,0.5508398320335934,0.0,0.0,0.75,Clouds,5074,10,5,13
0,0.5527894421115778,0.0,0.0,0.75,Clouds,5025,10,5,14
0,0.5490401919616077,0.0,0.0,0.75,Clouds,5153,10,5,15
0,0.5349430113977207,0.0,0.0,0.9,Clouds,5024,10,5,16
0,0.5326934613077392,0.0,0.0,0.9,Clouds,4779,10,5,17
0,0.524895020995801,0.0,0.0,0.9,Clouds,4362,10,5,18
0,0.521445710857829,0.0,0.0,0.9,Clouds,3860,10,5,19
0,0.521445710857829,0.0,0.0,0.9,Clouds,3160,10,5,20
0,0.5179964007198561,0.0,0.0,0.9,Clouds,2992,10,5,21
0,0.5025494901019791,0.0,0.0,0.9,Clouds,3202,10,5,22
0,0.49415116976604656,0.0,0.0,0.75,Clouds,1941,10,5,23
0,0.49070185962807455,0.0,0.0,0.75,Clouds,1233,10,6,0
0,0.48500299940012015,0.0,0.0,0.9,Clouds,323,10,6,3
0,0.48380323935212965,0.0,0.0,0.9,Clouds,312,10,6,4
0,0.48170365926814673,0.0,0.0,0.75,Clouds,627,10,6,5
0,0.47480503899220183,0.0,0.0,0.9,Clouds,1508,10,6,6
0,0.4706058788242351,0.0,0.0,0.9,Clouds,1539,10,6,7
0,0.4706058788242351,0.0,0.0,0.75,Clouds,2232,10,6,8
0,0.482303539292142,0.0,0.0,0.75,Clouds,4568,10,6,9
0,0.4926514697060589,0.0,0.0,0.75,Clouds,4624,10,6,10
0,0.5041991601679663,0.0,0.0,0.9,Clouds,4529,10,6,11
0,0.5104979004199159,0.0,0.0,0.9,Clouds,5139,10,6,12
0,0.5257948410317934,0.0,0.0,0.9,Clouds,6640,10,6,13
0,0.5380923815236955,0.0,0.0,0.9,Clouds,6589,10,6,14
0,0.5380923815236955,0.0,0.0,0.9,Clouds,4429,10,6,15
0,0.5406418716256751,0.0,0.0,0.9,Clouds,4329,10,6,16
0,0.5388422315536894,0.0,0.0,0.9,Clouds,3833,10,6,17
0,0.5380923815236955,0.0,0.0,0.9,Clouds,4015,10,6,18
0,0.5206958608278351,0.0,0.0,0.9,Clouds,3382,10,6,19
0,0.5008998200359929,0.0,0.0,0.75,Clouds,2815,10,6,20
0,0.48500299940012015,0.0,0.0,0.9,Clouds,2110,10,6,21
0,0.47225554889022225,0.0,0.0,0.75,Clouds,1555,10,6,22
0,0.4578584283143372,0.0,0.0,0.2,Clouds,959,10,6,23
1,0.4452609478104379,0.0,0.0,0.2,Clouds,455,10,0,0
0,0.438362327534493,0.0,0.0,0.2,Clouds,336,10,0,1
0,0.4257648470305937,0.0,0.0,0.01,Clear,265,10,0,2
0,0.41481703659268154,0.0,0.0,0.01,Clear,314,10,0,3
0,0.4085182963407319,0.0,0.0,0.01,Clear,779,10,0,4
0,0.404019196160768,0.0,0.0,0.01,Clear,2571,10,0,5
0,0.3932213557288544,0.0,0.0,0.2,Clouds,5563,10,0,6
0,0.399220155968806,0.0,0.0,0.2,Clouds,6676,10,0,7
0,0.4175164967006606,0.0,0.0,0.2,Clouds,5966,10,0,8
0,0.4547090581883624,0.0,0.0,0.2,Clouds,4832,10,0,9
0,0.5005998800239948,0.0,0.0,0.2,Clouds,4395,10,0,10
0,0.5410917816436718,0.0,0.0,0.2,Clouds,4411,10,0,11
0,0.5466406718656267,0.0,0.0,0.01,Clear,4648,10,0,12
0,0.5841331733653266,0.0,0.0,0.4,Clouds,4602,10,0,13
0,0.5931313737252553,0.0,0.0,0.4,Clouds,5125,10,0,14
0,0.6012297540491907,0.0,0.0,0.01,Clear,5502,10,0,15
0,0.6139772045590877,0.0,0.0,0.01,Clear,5979,10,0,16
0,0.616226754649071,0.0,0.0,0.4,Clouds,5663,10,0,17
0,0.6124775044991009,0.0,0.0,0.4,Clouds,4259,10,0,18
0,0.5788842231553688,0.0,0.0,0.2,Clouds,3069,10,0,19
0,0.5461907618476309,0.0,0.0,0.01,Clear,2378,10,0,20
0,0.539292141571686,0.0,0.0,0.01,Clear,2030,10,0,21
0,0.5325434913017397,0.0,0.0,0.01,Clear,1400,10,0,22
0,0.525944811037792,0.0,0.0,0.01,Clear,917,10,0,23
0,0.5157468506298737,0.0,0.0,0.01,Clear,515,10,1,0
0,0.508098380323935,0.0,0.0,0.01,Clear,302,10,1,1
0,0.5110977804439121,0.0,0.0,0.01,Clear,251,10,1,2
0,0.5035992801439719,0.0,0.0,0.2,Clouds,798,10,1,4
0,0.49685062987402473,0.0,0.0,0.4,Clouds,2678,10,1,5
0,0.4980503899220161,0.0,0.0,0.4,Clouds,5733,10,1,6
0,0.5086982603479302,0.0,0.0,0.75,Clouds,6449,10,1,7
0,0.5247450509898024,0.0,0.0,0.9,Clouds,5765,10,1,8
0,0.539292141571686,0.0,0.0,0.9,Clouds,5599,10,1,9
0,0.5695860827834438,0.0,0.0,0.9,Clouds,4534,10,1,10
0,0.5956808638272348,0.0,0.0,0.9,Clouds,4691,10,1,11
0,0.6102279544091185,0.0,0.0,0.75,Clouds,5067,10,1,12
0,0.6261247750449912,0.0,0.0,0.75,Clouds,5030,10,1,13
0,0.6442711457708463,0.0,0.0,0.9,Clouds,5300,10,1,14
0,0.6574685062987409,0.0,0.0,1.0,Rain,5777,10,1,15
0,0.6769646070785842,0.0,0.0,0.9,Clouds,6349,10,1,16
0,0.7045590881823638,0.0,0.0,0.9,Clouds,6127,10,1,17
0,0.7009598080383923,0.0,0.0,0.9,Clouds,4460,10,1,18
0,0.6819136172765448,0.0,0.0,0.75,Clouds,3418,10,1,19
0,0.6594181163767252,0.0,0.0,0.9,Clouds,2775,10,1,20
0,0.6256748650269945,0.0,0.0,0.9,Clouds,2306,10,1,21
0,0.6009298140371926,0.0,0.0,0.9,Clouds,1846,10,1,22
0,0.5857828434313137,0.0,0.0,0.9,Clouds,947,10,1,23
0,0.5772345530893825,0.0,0.0,0.9,Clouds,494,10,2,0
0,0.575734853029394,0.0,0.0,0.9,Clouds,332,10,2,1
0,0.5653869226154771,0.0,0.0,0.75,Clouds,261,10,2,2
0,0.5665866826634676,0.0,0.0,0.9,Clouds,361,10,2,3
0,0.5677864427114581,0.0,0.0,0.92,Clear,5875,10,2,6
0,0.5677864427114581,0.0,0.0,0.99,Rain,6793,10,2,7
0,0.5505398920215963,0.0,0.0,0.99,Rain,6283,10,2,8
0,0.5431913617276547,0.0,0.0,0.99,Rain,5680,10,2,9
0,0.544091181763648,0.0,0.0,0.99,Clear,4632,10,2,10
0,0.5518896220755853,0.0,0.0,0.01,Clear,4887,10,2,11
0,0.5803839232153565,0.0,0.0,0.75,Clouds,5030,10,2,12
0,0.582933413317337,0.0,0.0,0.75,Clouds,5067,10,2,13
0,0.5797840431913621,0.0,0.0,0.9,Clouds,5227,10,2,14
0,0.5728854229154163,0.0,0.0,0.9,Clouds,5610,10,2,15
0,0.5674865026994609,0.0,0.0,0.81,Clear,6286,10,2,16
0,0.5880323935212961,0.0,0.0,0.81,Clear,4775,10,2,18
0,0.5880323935212961,0.0,0.0,0.81,Clear,3340,10,2,19
0,0.5880323935212961,0.0,0.0,0.81,Clear,3013,10,2,20
0,0.5880323935212961,0.0,0.0,0.81,Clear,2603,10,2,21
0,0.5880323935212961,0.0,0.0,0.81,Clear,1910,10,2,22
0,0.5880323935212961,0.0,0.0,0.81,Clear,1037,10,2,23
0,0.45755848830233914,0.0,0.0,0.01,Clear,347,10,3,1
0,0.4650569886022793,0.0,0.0,0.75,Clouds,350,10,3,3
0,0.45980803839232154,0.0,0.0,0.75,Clouds,850,10,3,4
0,0.4547090581883624,0.0,0.0,0.4,Clouds,2791,10,3,5
0,0.43896220755848914,0.0,0.0,0.01,Clear,5809,10,3,6
0,0.43881223755248966,0.0,0.0,0.01,Clear,6798,10,3,7
0,0.4368626274745053,0.0,0.0,0.01,Clear,6304,10,3,8
0,0.47690461907618475,0.0,0.0,0.2,Clouds,5291,10,3,9
0,0.47915416916616627,0.0,0.0,0.01,Clear,4638,10,3,10
0,0.6105278944211165,0.0,0.0,0.5,Clear,5557,10,3,14
0,0.6105278944211165,0.0,0.0,0.5,Clear,5818,10,3,15
0,0.6057288542291537,0.0,0.0,0.75,Clouds,6272,10,3,16
0,0.601829634073185,0.0,0.0,0.75,Clouds,5944,10,3,17
0,0.5988302339532097,0.0,0.0,0.9,Clouds,4949,10,3,18
0,0.5799340131973607,0.0,0.0,0.9,Clouds,3511,10,3,19
0,0.5782843431313736,0.0,0.0,0.9,Clouds,3039,10,3,20
0,0.5761847630473906,0.0,0.0,0.9,Clouds,2679,10,3,21
0,0.5814337132573493,0.0,0.0,0.9,Clouds,2094,10,3,22
0,0.5869826034793042,0.0,0.0,0.9,Clouds,1284,10,3,23
0,0.6076784643071389,0.0,0.0,0.9,Clouds,630,10,4,0
0,0.618626274745051,0.0,0.0,0.9,Clouds,410,10,4,1
0,0.6181763647270553,0.0,0.0,0.9,Clouds,331,10,4,2
0,0.5967306538692267,0.0,0.0,0.72,Drizzle,372,10,4,3
0,0.582933413317337,0.0,0.0,0.72,Rain,739,10,4,4
0,0.5605878824235151,0.0,0.0,0.72,Drizzle,2561,10,4,5
0,0.5269946010797839,0.0,0.0,0.75,Clouds,5586,10,4,6
0,0.5136472705458908,0.0,0.0,0.75,Clouds,6992,10,4,7
0,0.5175464907018594,0.0,0.0,0.9,Clouds,5860,10,4,8
0,0.5217456508698262,0.0,0.0,0.9,Clouds,5230,10,4,9
0,0.5383923215356936,0.0,0.0,0.75,Clouds,4864,10,4,10
0,0.555788842231554,0.0,0.0,0.75,Clouds,5146,10,4,11
0,0.5632873425314933,0.0,0.0,0.4,Clouds,5526,10,4,12
0,0.5751349730053996,0.0,0.0,0.4,Clouds,5383,10,4,13
0,0.5766346730653864,0.0,0.0,0.75,Clouds,5758,10,4,14
0,0.5857828434313137,0.0,0.0,0.75,Clouds,5889,10,4,15
0,0.5820335932813436,0.0,0.0,0.75,Clouds,6057,10,4,16
0,0.5721355728854234,0.0,0.0,0.4,Clouds,6028,10,4,17
0,0.5521895620875825,0.0,0.0,0.2,Clouds,5257,10,4,18
0,0.5820335932813436,0.0,0.0,0.56,Clear,1897,10,4,23
0,0.43776244751049775,0.0,0.0,0.01,Clear,1335,10,5,0
0,0.4299640071985604,0.0,0.0,0.01,Clear,769,10,5,1
0,0.4139172165566891,0.0,0.0,0.01,Clear,570,10,5,2
0,0.40341931613677273,0.0,0.0,0.2,Clouds,413,10,5,3
0,0.3912717456508701,0.0,0.0,0.01,Clear,399,10,5,4
0,0.38812237552489526,0.0,0.0,0.01,Clear,740,10,5,5
0,0.3827234553089389,0.0,0.0,0.01,Clear,1420,10,5,6
0,0.38377324535092994,0.0,0.0,0.75,Clouds,2220,10,5,7
0,0.3875224955009,0.0,0.0,0.4,Clouds,3479,10,5,8
0,0.4382123575284944,0.0,0.0,0.4,Clouds,4546,10,5,9
0,0.5007498500299934,0.0,0.0,0.2,Clouds,4579,10,5,10
0,0.5373425314937017,0.0,0.0,0.01,Clear,4438,10,5,11
0,0.5542891421715663,0.0,0.0,0.01,Clear,4623,10,5,12
0,0.5761847630473906,0.0,0.0,0.01,Clear,4440,10,5,13
0,0.5947810437912424,0.0,0.0,0.01,Clear,4495,10,5,14
0,0.6084283143371327,0.0,0.0,0.01,Clear,4483,10,5,15
0,0.6169766046790639,0.0,0.0,0.01,Clear,4591,10,5,16
0,0.6156268746250748,0.0,0.0,0.01,Clear,4477,10,5,17
0,0.6036292741451708,0.0,0.0,0.01,Clear,4221,10,5,18
0,0.5767846430713859,0.0,0.0,0.2,Clouds,3672,10,5,19
0,0.5697360527894424,0.0,0.0,0.01,Clear,3015,10,5,20
0,0.5766346730653864,0.0,0.0,0.75,Clouds,2769,10,5,21
0,0.5824835032993403,0.0,0.0,0.9,Clouds,2875,10,5,22
0,0.5817336532693465,0.0,0.0,0.9,Clouds,1931,10,5,23
0,0.586382723455309,0.0,0.0,0.9,Clouds,1309,10,6,0
0,0.5871325734853037,0.0,0.0,0.9,Clouds,870,10,6,1
0,0.587732453509298,0.0,0.0,0.9,Clouds,654,10,6,2
0,0.5824835032993403,0.0,0.0,0.9,Clouds,364,10,6,3
0,0.5802339532093579,0.0,0.0,0.9,Clouds,262,10,6,4
0,0.5824835032993403,0.0,0.0,0.9,Clouds,505,10,6,5
0,0.5826334733053389,0.0,0.0,0.9,Clouds,861,10,6,6
0,0.5826334733053389,0.0,0.0,0.9,Clouds,1132,10,6,7
0,0.5826334733053389,0.0,0.0,0.5700000000000001,Mist,1797,10,6,8
0,0.5854829034193165,0.0,0.0,0.5700000000000001,Drizzle,2685,10,6,9
0,0.583983203359328,0.0,0.0,0.5700000000000001,Drizzle,3370,10,6,10
0,0.5913317336532695,0.0,0.0,0.5700000000000001,Drizzle,3662,10,6,11
0,0.5989802039592083,0.0,0.0,0.5700000000000001,Mist,4076,10,6,12
0,0.6052789442111579,0.0,0.0,0.93,Rain,4128,10,6,13
0,0.6103779244151171,0.0,0.0,0.93,Mist,4358,10,6,14
0,0.617276544691062,0.0,0.0,0.93,Mist,4342,10,6,15
0,0.6192261547690463,0.0,0.0,0.93,Mist,4234,10,6,16
0,0.618626274745051,0.0,0.0,0.93,Rain,4271,10,6,17
0,0.6150269946010796,0.0,0.0,0.93,Mist,4080,10,6,18
0,0.6115776844631076,0.0,0.0,0.93,Mist,3453,10,6,19
0,0.6094781043791238,0.0,0.0,0.93,Mist,2718,10,6,20
0,0.6027294541091783,0.0,0.0,0.93,Mist,2439,10,6,21
0,0.5946310737852438,0.0,0.0,0.93,Mist,1819,10,6,22
0,0.5782843431313736,0.0,0.0,0.93,Mist,1002,10,6,23
0,0.5731853629274153,0.0,0.0,0.93,Mist,542,10,0,0
0,0.5725854829034192,0.0,0.0,0.85,Fog,303,10,0,1
0,0.5703359328134376,0.0,0.0,0.85,Fog,239,10,0,2
0,0.5683863227354533,0.0,0.0,0.85,Mist,335,10,0,3
0,0.5643371325734852,0.0,0.0,0.85,Mist,810,10,0,4
0,0.5613377324535089,0.0,0.0,0.85,Mist,2606,10,0,5
0,0.5548890221955607,0.0,0.0,0.85,Mist,5714,10,0,6
0,0.5518896220755853,0.0,0.0,1.0,Mist,6798,10,0,7
0,0.5463407318536295,0.0,0.0,1.0,Mist,6114,10,0,8
0,0.5452909418116376,0.0,0.0,1.0,Mist,5094,10,0,9
0,0.5500899820035996,0.0,0.0,1.0,Mist,4473,10,0,10
0,0.5538392321535697,0.0,0.0,0.9,Clouds,4529,10,0,11
0,0.5748350329934016,0.0,0.0,1.0,Clear,4823,10,0,12
0,0.6091781643671266,0.0,0.0,0.4,Clouds,4872,10,0,13
0,0.6372225554889019,0.0,0.0,0.01,Clear,5238,10,0,14
0,0.6520695860827836,0.0,0.0,0.01,Clear,5584,10,0,15
0,0.6630173965206967,0.0,0.0,0.2,Clouds,6246,10,0,16
0,0.6580683863227352,0.0,0.0,0.2,Clouds,5957,10,0,17
0,0.6417216556688667,0.0,0.0,0.2,Clouds,4535,10,0,18
0,0.6270245950809836,0.0,0.0,0.75,Clouds,3234,10,0,19
0,0.6192261547690463,0.0,0.0,0.75,Clouds,2677,10,0,20
0,0.6163767246550695,0.0,0.0,0.9,Clouds,2077,10,0,21
0,0.6021295740851831,0.0,0.0,0.2,Clouds,1380,10,0,22
0,0.583983203359328,0.0,0.0,0.75,Clouds,927,10,0,23
0,0.5671865626874619,0.0,0.0,0.2,Clouds,500,10,1,0
0,0.5470905818836234,0.0,0.0,0.01,Clear,324,10,1,1
0,0.5329934013197364,0.0,0.0,0.01,Clear,257,10,1,2
0,0.5176964607078589,0.0,0.0,0.01,Clear,354,10,1,3
0,0.5071985602879425,0.0,0.0,0.01,Clear,769,10,1,4
0,0.4982003599280147,0.0,0.0,0.01,Clear,2769,10,1,5
0,0.49070185962807455,0.0,0.0,0.01,Clear,5789,10,1,6
0,0.47120575884823035,0.0,0.0,0.2,Clouds,7055,10,1,7
0,0.4739052189562094,0.0,0.0,0.2,Clouds,6408,10,1,8
0,0.5176964607078589,0.0,0.0,0.2,Clouds,5254,10,1,9
0,0.5596880623875227,0.0,0.0,0.2,Clouds,4547,10,1,10
0,0.6067786442711465,0.0,0.0,0.2,Clouds,4784,10,1,11
0,0.6391721655668863,0.0,0.0,0.4,Clouds,5015,10,1,12
0,0.6436712657468511,0.0,0.0,0.01,Clear,5057,10,1,13
0,0.6712657468506298,0.0,0.0,0.75,Clouds,5430,10,1,14
0,0.6862627474505101,0.0,0.0,0.75,Clouds,5813,10,1,15
0,0.6838632273545291,0.0,0.0,0.75,Clouds,6496,10,1,16
0,0.6819136172765448,0.0,0.0,0.75,Clouds,6429,10,1,17
0,0.6714157168566293,0.0,0.0,0.9,Clouds,5142,10,1,18
0,0.6582183563287338,0.0,0.0,0.68,Rain,3311,10,1,19
0,0.6546190761847632,0.0,0.0,0.9,Clouds,2777,10,1,20
0,0.6525194961007794,0.0,0.0,0.9,Clouds,2331,10,1,21
0,0.6553689262147571,0.0,0.0,0.9,Clouds,1767,10,1,22
0,0.6553689262147571,0.0,0.0,0.9,Clouds,1093,10,1,23
0,0.6523695260947808,0.0,0.0,0.75,Clouds,554,10,2,0
0,0.6529694061187761,0.0,0.0,0.75,Clouds,333,10,2,1
0,0.6529694061187761,0.0,0.0,0.9,Clouds,267,10,2,2
0,0.6550689862027599,0.0,0.0,0.9,Clouds,358,10,2,3
0,0.6474205158968211,0.0,0.0,0.75,Clouds,777,10,2,4
0,0.6376724655068995,0.0,0.0,0.9,Clouds,2732,10,2,5
0,0.6283743251349736,0.0,0.0,0.9,Clouds,5637,10,2,6
0,0.6228254349130178,0.0,0.0,0.75,Clouds,5564,10,2,7
0,0.629274145170966,0.0,0.0,0.75,Clouds,6274,10,2,8
0,0.6348230353929218,0.0,0.0,1.0,Rain,5403,10,2,9
0,0.6553689262147571,0.0,0.0,0.75,Clouds,4680,10,2,10
0,0.6736652669466108,0.0,0.0,0.75,Clouds,4642,10,2,11
0,0.6781643671265747,0.0,0.0,0.01,Clear,4979,10,2,12
0,0.70380923815237,0.0,0.0,0.01,Clear,4851,10,2,13
0,0.7194061187762455,0.0,0.0,0.01,Clear,4291,10,2,14
0,0.7291541691661672,0.0,0.0,0.01,Clear,4714,10,2,15
0,0.738152369526095,0.0,0.0,0.01,Clear,6723,10,2,16
0,0.7387522495500893,0.0,0.0,0.01,Clear,6180,10,2,17
0,0.7068086382723453,0.0,0.0,0.4,Clouds,4843,10,2,18
0,0.674265146970606,0.0,0.0,0.4,Clouds,3435,10,2,19
0,0.6498200359928021,0.0,0.0,0.4,Clouds,2921,10,2,20
0,0.631373725254949,0.0,0.0,0.4,Clouds,2763,10,2,21
0,0.6123275344931023,0.0,0.0,0.2,Clouds,1930,10,2,22
0,0.6060287942411517,0.0,0.0,0.2,Clouds,1160,10,2,23
0,0.6048290341931621,0.0,0.0,0.2,Clouds,654,10,3,0
0,0.5910317936412723,0.0,0.0,0.4,Clouds,374,10,3,1
0,0.5838332333533294,0.0,0.0,0.99,Mist,301,10,3,2
0,0.5847330533893218,0.0,0.0,0.99,Mist,397,10,3,3
0,0.5904319136172762,0.0,0.0,0.9,Clouds,794,10,3,4
0,0.592231553689262,0.0,0.0,0.99,Mist,2564,10,3,5
0,0.6117276544691062,0.0,0.0,0.75,Clouds,5358,10,3,6
0,0.6193761247750449,0.0,0.0,0.9,Clouds,6441,10,3,7
0,0.6240251949610083,0.0,0.0,0.9,Clouds,5536,10,3,8
0,0.6525194961007794,0.0,0.0,0.99,Rain,5256,10,3,9
0,0.674265146970606,0.0,0.0,0.9,Clouds,4619,10,3,10
0,0.6928614277144569,0.0,0.0,0.9,Clouds,5107,10,3,11
0,0.6730653869226155,0.0,0.0,0.99,Rain,5147,10,3,12
0,0.6451709658068387,0.0,0.0,0.9,Clouds,5283,10,3,13
0,0.6384223155368924,0.0,0.0,0.9,Clouds,5704,10,3,14
0,0.6546190761847632,0.0,0.0,0.9,Clouds,5887,10,3,15
0,0.6567186562687461,0.0,0.0,0.9,Clouds,6307,10,3,16
0,0.6531193761247756,0.0,0.0,0.9,Clouds,5953,10,3,17
0,0.6391721655668863,0.0,0.0,0.9,Clouds,4519,10,3,18
0,0.6190761847630477,0.0,0.0,1.0,Drizzle,3427,10,3,19
0,0.6006298740251954,0.0,0.0,1.0,Rain,2921,10,3,20
0,0.5866826634673061,0.0,0.0,1.0,Drizzle,2649,10,3,21
0,0.5775344931013797,0.0,0.0,0.9,Clouds,2005,10,3,22
0,0.5767846430713859,0.0,0.0,0.9,Clouds,1177,10,3,23
0,0.5682363527294538,0.0,0.0,0.9,Clouds,699,10,4,0
0,0.5635872825434922,0.0,0.0,0.87,Mist,436,10,4,1
0,0.5556388722255554,0.0,0.0,0.87,Drizzle,353,10,4,2
0,0.5493401319736049,0.0,0.0,0.87,Mist,399,10,4,3
0,0.5458908218356338,0.0,0.0,0.87,Drizzle,720,10,4,4
